Entity	Label1	Label2
http://purl.obolibrary.org/obo/LANG_1002288	Awngthim	
http://purl.obolibrary.org/obo/LANG_1002289	Gwandara	
http://purl.obolibrary.org/obo/LANG_1002290	Gwere	
http://purl.obolibrary.org/obo/LANG_1002291	Gawar-Bati	
http://purl.obolibrary.org/obo/LANG_1002292	Guwamu	
http://purl.obolibrary.org/obo/LANG_1002293	Kwini	
http://purl.obolibrary.org/obo/LANG_1002294	Gua	
http://purl.obolibrary.org/obo/LANG_1002295	Wè Southern	
http://purl.obolibrary.org/obo/LANG_1002296	Northwest Gbaya	
http://purl.obolibrary.org/obo/LANG_1002297	Garus	
http://purl.obolibrary.org/obo/LANG_1002298	Kayardild	
http://purl.obolibrary.org/obo/LANG_1002299	Gyem	
http://purl.obolibrary.org/obo/LANG_1002300	Gungabula	
http://purl.obolibrary.org/obo/LANG_1002301	Gbayi	
http://purl.obolibrary.org/obo/LANG_1002302	Gyele	
http://purl.obolibrary.org/obo/LANG_1002303	Gayil	
http://purl.obolibrary.org/obo/LANG_1002304	Ngäbere	
http://purl.obolibrary.org/obo/LANG_1002305	Guyanese Creole English	
http://purl.obolibrary.org/obo/LANG_1002306	Gyalsumdo	
http://purl.obolibrary.org/obo/LANG_1002307	Guarayu	
http://purl.obolibrary.org/obo/LANG_1002308	Gunya	
http://purl.obolibrary.org/obo/LANG_1002309	Ganza	
http://purl.obolibrary.org/obo/LANG_1002310	Gazi	
http://purl.obolibrary.org/obo/LANG_1002311	Gane	
http://purl.obolibrary.org/obo/LANG_1002312	Han	
http://purl.obolibrary.org/obo/LANG_1002313	Hanoi Sign Language	
http://purl.obolibrary.org/obo/LANG_1002314	Gurani	
http://purl.obolibrary.org/obo/LANG_1002315	Hatam	
http://purl.obolibrary.org/obo/LANG_1002316	Eastern Oromo	
http://purl.obolibrary.org/obo/LANG_1002317	Haiphong Sign Language	
http://purl.obolibrary.org/obo/LANG_1002318	Hanga	
http://purl.obolibrary.org/obo/LANG_1002319	Hahon	
http://purl.obolibrary.org/obo/LANG_1002320	Haida	Haida-Sprache
http://purl.obolibrary.org/obo/LANG_1002321	Hajong	
http://purl.obolibrary.org/obo/LANG_1002322	Hakka Chinese	
http://purl.obolibrary.org/obo/LANG_1002323	Halang	
http://purl.obolibrary.org/obo/LANG_1002324	Hewa	
http://purl.obolibrary.org/obo/LANG_1002325	Hangaza	
http://purl.obolibrary.org/obo/LANG_1002326	Hakö	
http://purl.obolibrary.org/obo/LANG_1002327	Hupla	
http://purl.obolibrary.org/obo/LANG_1002328	Ha	
http://purl.obolibrary.org/obo/LANG_1002329	Harari	
http://purl.obolibrary.org/obo/LANG_1002330	Haisla	
http://purl.obolibrary.org/obo/LANG_1002331	Haitian	Haïtien (Haiti-Kreolisch)
http://purl.obolibrary.org/obo/LANG_1002332	Hausa	Haussa-Sprache
http://purl.obolibrary.org/obo/LANG_1002333	Havu	
http://purl.obolibrary.org/obo/LANG_1002334	Hawaiian	Hawaiisch
http://purl.obolibrary.org/obo/LANG_1002335	Southern Haida	
http://purl.obolibrary.org/obo/LANG_1002336	Haya	
http://purl.obolibrary.org/obo/LANG_1002337	Hazaragi	
http://purl.obolibrary.org/obo/LANG_1002338	Hamba	
http://purl.obolibrary.org/obo/LANG_1002339	Huba	
http://purl.obolibrary.org/obo/LANG_1002340	Heiban	
http://purl.obolibrary.org/obo/LANG_1002341	Ancient Hebrew	
http://purl.obolibrary.org/obo/LANG_1002342	Serbo-Croatian	
http://purl.obolibrary.org/obo/LANG_1002343	Habu	
http://purl.obolibrary.org/obo/LANG_1002344	Andaman Creole Hindi	
http://purl.obolibrary.org/obo/LANG_1002345	Huichol	
http://purl.obolibrary.org/obo/LANG_1002346	Northern Haida	
http://purl.obolibrary.org/obo/LANG_1002347	Honduras Sign Language	
http://purl.obolibrary.org/obo/LANG_1002348	Hadiyya	
http://purl.obolibrary.org/obo/LANG_1002349	Northern Qiandong Miao	
http://purl.obolibrary.org/obo/LANG_1002350	Hebrew	Hebräisch
http://purl.obolibrary.org/obo/LANG_1002351	Herdé	
http://purl.obolibrary.org/obo/LANG_1002352	Helong	
http://purl.obolibrary.org/obo/LANG_1002353	Hehe	
http://purl.obolibrary.org/obo/LANG_1002354	Heiltsuk	
http://purl.obolibrary.org/obo/LANG_1002355	Hemba	
http://purl.obolibrary.org/obo/LANG_1002356	Herero	Herero-Sprache
http://purl.obolibrary.org/obo/LANG_1002357	Haiǁom	
http://purl.obolibrary.org/obo/LANG_1002358	Haigwai	
http://purl.obolibrary.org/obo/LANG_1002359	Hoia Hoia	
http://purl.obolibrary.org/obo/LANG_1002360	Kerak	
http://purl.obolibrary.org/obo/LANG_1002361	Hoyahoya	
http://purl.obolibrary.org/obo/LANG_1002362	Lamang	
http://purl.obolibrary.org/obo/LANG_1002363	Hibito	
http://purl.obolibrary.org/obo/LANG_1002364	Hidatsa	
http://purl.obolibrary.org/obo/LANG_1002365	Fiji Hindi	
http://purl.obolibrary.org/obo/LANG_1002366	Kamwe	
http://purl.obolibrary.org/obo/LANG_1002367	Pamosu	
http://purl.obolibrary.org/obo/LANG_1002368	Hinduri	
http://purl.obolibrary.org/obo/LANG_1002369	Hijuk	
http://purl.obolibrary.org/obo/LANG_1002370	Seit-Kaitetu	
http://purl.obolibrary.org/obo/LANG_1002371	Hiligaynon	Hiligaynon-Sprache
http://purl.obolibrary.org/obo/LANG_1002372	Hindi	Hindi
http://purl.obolibrary.org/obo/LANG_1002373	Tsoa	
http://purl.obolibrary.org/obo/LANG_1002374	Himarimã	
http://purl.obolibrary.org/obo/LANG_1002375	Hittite	Hethitisch
http://purl.obolibrary.org/obo/LANG_1002376	Hiw	
http://purl.obolibrary.org/obo/LANG_1002377	Hixkaryána	
http://purl.obolibrary.org/obo/LANG_1002378	Haji	
http://purl.obolibrary.org/obo/LANG_1002379	Kahe	
http://purl.obolibrary.org/obo/LANG_1002380	Hunde	
http://purl.obolibrary.org/obo/LANG_1002381	Hunjara-Kaina Ke	
http://purl.obolibrary.org/obo/LANG_1002382	Mel-Khaonh	
http://purl.obolibrary.org/obo/LANG_1002383	Hong Kong Sign Language	
http://purl.obolibrary.org/obo/LANG_1002384	Halia	
http://purl.obolibrary.org/obo/LANG_1002385	Halbi	
http://purl.obolibrary.org/obo/LANG_1002386	Halang Doan	
http://purl.obolibrary.org/obo/LANG_1002387	Hlersu	
http://purl.obolibrary.org/obo/LANG_1002388	Matu Chin	
http://purl.obolibrary.org/obo/LANG_1002389	Hieroglyphic Luwian	
http://purl.obolibrary.org/obo/LANG_1002390	Southern Mashan Hmong	
http://purl.obolibrary.org/obo/LANG_1002391	Humburi Senni Songhay	
http://purl.obolibrary.org/obo/LANG_1002392	Central Huishui Hmong	
http://purl.obolibrary.org/obo/LANG_1002393	Large Flowery Miao	
http://purl.obolibrary.org/obo/LANG_1002394	Eastern Huishui Hmong	
http://purl.obolibrary.org/obo/LANG_1002395	Hmong Don	
http://purl.obolibrary.org/obo/LANG_1002396	Southwestern Guiyang Hmong	
http://purl.obolibrary.org/obo/LANG_1002397	Southwestern Huishui Hmong	
http://purl.obolibrary.org/obo/LANG_1002398	Northern Huishui Hmong	
http://purl.obolibrary.org/obo/LANG_1002399	Ge	
http://purl.obolibrary.org/obo/LANG_1002400	Maek	
http://purl.obolibrary.org/obo/LANG_1002401	Luopohe Hmong	
http://purl.obolibrary.org/obo/LANG_1002402	Central Mashan Hmong	
http://purl.obolibrary.org/obo/LANG_1002403	Hmong	Miao-Sprachen
http://purl.obolibrary.org/obo/LANG_1002404	Hiri Motu	Hiri-Motu
http://purl.obolibrary.org/obo/LANG_1002405	Northern Mashan Hmong	
http://purl.obolibrary.org/obo/LANG_1002406	Eastern Qiandong Miao	
http://purl.obolibrary.org/obo/LANG_1002407	Hmar	
http://purl.obolibrary.org/obo/LANG_1002408	Southern Qiandong Miao	
http://purl.obolibrary.org/obo/LANG_1002409	Hamtai	
http://purl.obolibrary.org/obo/LANG_1002410	Hamap	
http://purl.obolibrary.org/obo/LANG_1002411	Hmong Dô	
http://purl.obolibrary.org/obo/LANG_1002412	Western Mashan Hmong	
http://purl.obolibrary.org/obo/LANG_1002413	Southern Guiyang Hmong	
http://purl.obolibrary.org/obo/LANG_1002414	Hmong Shua	
http://purl.obolibrary.org/obo/LANG_1002415	Mina (Cameroon)	
http://purl.obolibrary.org/obo/LANG_1002416	Southern Hindko	
http://purl.obolibrary.org/obo/LANG_1002417	Chhattisgarhi	
http://purl.obolibrary.org/obo/LANG_1002418	ǁAni	
http://purl.obolibrary.org/obo/LANG_1002419	Hani	
http://purl.obolibrary.org/obo/LANG_1002420	Hmong Njua	
http://purl.obolibrary.org/obo/LANG_1002421	Hanunoo	
http://purl.obolibrary.org/obo/LANG_1002422	Northern Hindko	
http://purl.obolibrary.org/obo/LANG_1002423	Caribbean Hindustani	
http://purl.obolibrary.org/obo/LANG_1002424	Hung	
http://purl.obolibrary.org/obo/LANG_1002425	Hoava	
http://purl.obolibrary.org/obo/LANG_1002426	Mari (Madang Province)	
http://purl.obolibrary.org/obo/LANG_1002427	Ho	
http://purl.obolibrary.org/obo/LANG_1002428	Holma	
http://purl.obolibrary.org/obo/LANG_1002429	Horom	
http://purl.obolibrary.org/obo/LANG_1002430	Hobyót	
http://purl.obolibrary.org/obo/LANG_1002431	Holikachuk	
http://purl.obolibrary.org/obo/LANG_1002432	Hadothi	
http://purl.obolibrary.org/obo/LANG_1002433	Holu	
http://purl.obolibrary.org/obo/LANG_1002434	Homa	
http://purl.obolibrary.org/obo/LANG_1002435	Holoholo	
http://purl.obolibrary.org/obo/LANG_1002436	Hopi	
http://purl.obolibrary.org/obo/LANG_1002437	Horo	
http://purl.obolibrary.org/obo/LANG_1002438	Ho Chi Minh City Sign Language	
http://purl.obolibrary.org/obo/LANG_1002439	Hote	
http://purl.obolibrary.org/obo/LANG_1002440	Hovongan	
http://purl.obolibrary.org/obo/LANG_1002441	Honi	
http://purl.obolibrary.org/obo/LANG_1002442	Holiya	
http://purl.obolibrary.org/obo/LANG_1002443	Hozo	
http://purl.obolibrary.org/obo/LANG_1002444	Hpon	
http://purl.obolibrary.org/obo/LANG_1002445	Hawai'i Sign Language (HSL)	
http://purl.obolibrary.org/obo/LANG_1002446	Hrangkhol	
http://purl.obolibrary.org/obo/LANG_1002447	Niwer Mil	
http://purl.obolibrary.org/obo/LANG_1002448	Hre	
http://purl.obolibrary.org/obo/LANG_1002449	Haruku	
http://purl.obolibrary.org/obo/LANG_1002450	Horned Miao	
http://purl.obolibrary.org/obo/LANG_1002451	Haroi	
http://purl.obolibrary.org/obo/LANG_1002452	Nhirrpi	
http://purl.obolibrary.org/obo/LANG_1002453	Hértevin	
http://purl.obolibrary.org/obo/LANG_1002454	Hruso	
http://purl.obolibrary.org/obo/LANG_1002455	Croatian	Kroatisch
http://purl.obolibrary.org/obo/LANG_1002456	Warwar Feni	
http://purl.obolibrary.org/obo/LANG_1002457	Hunsrik	
http://purl.obolibrary.org/obo/LANG_1002458	Harzani	
http://purl.obolibrary.org/obo/LANG_1002459	Upper Sorbian	Obersorbisch
http://purl.obolibrary.org/obo/LANG_1002460	Hungarian Sign Language	
http://purl.obolibrary.org/obo/LANG_1002461	Hausa Sign Language	
http://purl.obolibrary.org/obo/LANG_1002462	Xiang Chinese	
http://purl.obolibrary.org/obo/LANG_1002463	Harsusi	
http://purl.obolibrary.org/obo/LANG_1002464	Hoti	
http://purl.obolibrary.org/obo/LANG_1002465	Minica Huitoto	
http://purl.obolibrary.org/obo/LANG_1002466	Hadza	
http://purl.obolibrary.org/obo/LANG_1002467	Hitu	
http://purl.obolibrary.org/obo/LANG_1002468	Middle Hittite	
http://purl.obolibrary.org/obo/LANG_1002469	Huambisa	
http://purl.obolibrary.org/obo/LANG_1002470	ǂHua	
http://purl.obolibrary.org/obo/LANG_1002471	Huaulu	
http://purl.obolibrary.org/obo/LANG_1002472	San Francisco Del Mar Huave	
http://purl.obolibrary.org/obo/LANG_1002473	Humene	
http://purl.obolibrary.org/obo/LANG_1002474	Huachipaeri	
http://purl.obolibrary.org/obo/LANG_1002475	Huilliche	
http://purl.obolibrary.org/obo/LANG_1002476	Huli	
http://purl.obolibrary.org/obo/LANG_1002477	Northern Guiyang Hmong	
http://purl.obolibrary.org/obo/LANG_1002478	Hulung	
http://purl.obolibrary.org/obo/LANG_1002479	Hula	
http://purl.obolibrary.org/obo/LANG_1002480	Hungana	
http://purl.obolibrary.org/obo/LANG_1002481	Hungarian	Ungarisch
http://purl.obolibrary.org/obo/LANG_1002482	Hu	
http://purl.obolibrary.org/obo/LANG_1002483	Hupa	Hupa-Sprache
http://purl.obolibrary.org/obo/LANG_1002484	Tsat	
http://purl.obolibrary.org/obo/LANG_1002485	Halkomelem	
http://purl.obolibrary.org/obo/LANG_1002486	Huastec	
http://purl.obolibrary.org/obo/LANG_1002487	Humla	
http://purl.obolibrary.org/obo/LANG_1002488	Murui Huitoto	
http://purl.obolibrary.org/obo/LANG_1002489	San Mateo Del Mar Huave	
http://purl.obolibrary.org/obo/LANG_1002490	Hukumina	
http://purl.obolibrary.org/obo/LANG_1002491	Nüpode Huitoto	
http://purl.obolibrary.org/obo/LANG_1002492	Hulaulá	
http://purl.obolibrary.org/obo/LANG_1002493	Hunzib	
http://purl.obolibrary.org/obo/LANG_1002494	Haitian Vodoun Culture Language	
http://purl.obolibrary.org/obo/LANG_1002495	San Dionisio Del Mar Huave	
http://purl.obolibrary.org/obo/LANG_1002496	Haveke	
http://purl.obolibrary.org/obo/LANG_1002497	Sabu	
http://purl.obolibrary.org/obo/LANG_1002498	Santa María Del Mar Huave	
http://purl.obolibrary.org/obo/LANG_1002499	Wané	
http://purl.obolibrary.org/obo/LANG_1002500	Hawai'i Creole English	
http://purl.obolibrary.org/obo/LANG_1002501	Hwana	
http://purl.obolibrary.org/obo/LANG_1002502	Hya	
http://purl.obolibrary.org/obo/LANG_1002503	Armenian	Armenisch
http://purl.obolibrary.org/obo/LANG_1002504	Western Armenian	
http://purl.obolibrary.org/obo/LANG_1002505	Iaai	
http://purl.obolibrary.org/obo/LANG_1002506	Iatmul	
http://purl.obolibrary.org/obo/LANG_1002507	Purari	
http://purl.obolibrary.org/obo/LANG_1002508	Iban	Iban-Sprache
http://purl.obolibrary.org/obo/LANG_1002509	Ibibio	
http://purl.obolibrary.org/obo/LANG_1002510	Iwaidja	
http://purl.obolibrary.org/obo/LANG_1002511	Akpes	
http://purl.obolibrary.org/obo/LANG_1002512	Ibanag	
http://purl.obolibrary.org/obo/LANG_1002513	Bih	
http://purl.obolibrary.org/obo/LANG_1002514	Ibaloi	
http://purl.obolibrary.org/obo/LANG_1002515	Agoi	
http://purl.obolibrary.org/obo/LANG_1002516	Ibino	
http://purl.obolibrary.org/obo/LANG_1002517	Igbo	Ibo-Sprache
http://purl.obolibrary.org/obo/LANG_1002518	Ibuoro	
http://purl.obolibrary.org/obo/LANG_1002519	Ibu	
http://purl.obolibrary.org/obo/LANG_1002520	Ibani	
http://purl.obolibrary.org/obo/LANG_1002521	Ede Ica	
http://purl.obolibrary.org/obo/LANG_1002522	Etkywan	
http://purl.obolibrary.org/obo/LANG_1002523	Icelandic Sign Language	
http://purl.obolibrary.org/obo/LANG_1002524	Islander Creole English	
http://purl.obolibrary.org/obo/LANG_1002525	Idakho-Isukha-Tiriki	
http://purl.obolibrary.org/obo/LANG_1002526	Indo-Portuguese	
http://purl.obolibrary.org/obo/LANG_1002527	Idon	
http://purl.obolibrary.org/obo/LANG_1002528	Ede Idaca	
http://purl.obolibrary.org/obo/LANG_1002529	Idere	
http://purl.obolibrary.org/obo/LANG_1002530	Idi	
http://purl.obolibrary.org/obo/LANG_1002531	Ido	Ido
http://purl.obolibrary.org/obo/LANG_1002532	Indri	
http://purl.obolibrary.org/obo/LANG_1002533	Idesa	
http://purl.obolibrary.org/obo/LANG_1002534	Idaté	
http://purl.obolibrary.org/obo/LANG_1002535	Idoma	
http://purl.obolibrary.org/obo/LANG_1002536	Amganad Ifugao	
http://purl.obolibrary.org/obo/LANG_1002537	Batad Ifugao	
http://purl.obolibrary.org/obo/LANG_1002538	Ifè	
http://purl.obolibrary.org/obo/LANG_1002539	Ifo	
http://purl.obolibrary.org/obo/LANG_1002540	Tuwali Ifugao	
http://purl.obolibrary.org/obo/LANG_1002541	Teke-Fuumu	
http://purl.obolibrary.org/obo/LANG_1002542	Mayoyao Ifugao	
http://purl.obolibrary.org/obo/LANG_1002543	Keley-I Kallahan	
http://purl.obolibrary.org/obo/LANG_1002544	Ebira	
http://purl.obolibrary.org/obo/LANG_1002545	Igede	
http://purl.obolibrary.org/obo/LANG_1002546	Igana	
http://purl.obolibrary.org/obo/LANG_1002547	Igala	
http://purl.obolibrary.org/obo/LANG_1002548	Kanggape	
http://purl.obolibrary.org/obo/LANG_1002549	Ignaciano	
http://purl.obolibrary.org/obo/LANG_1002550	Isebe	
http://purl.obolibrary.org/obo/LANG_1002551	Interglossa	
http://purl.obolibrary.org/obo/LANG_1002552	Igwe	
http://purl.obolibrary.org/obo/LANG_1002553	Iha Based Pidgin	
http://purl.obolibrary.org/obo/LANG_1002554	Ihievbe	
http://purl.obolibrary.org/obo/LANG_1002555	Iha	
http://purl.obolibrary.org/obo/LANG_1002556	Bidhawal	
http://purl.obolibrary.org/obo/LANG_1002557	Sichuan Yi	Lalo-Sprache
http://purl.obolibrary.org/obo/LANG_1002558	Thiin	
http://purl.obolibrary.org/obo/LANG_1002559	Izon	
http://purl.obolibrary.org/obo/LANG_1002560	Biseni	
http://purl.obolibrary.org/obo/LANG_1002561	Ede Ije	
http://purl.obolibrary.org/obo/LANG_1002562	Kalabari	
http://purl.obolibrary.org/obo/LANG_1002563	Southeast Ijo	
http://purl.obolibrary.org/obo/LANG_1002564	Eastern Canadian Inuktitut	
http://purl.obolibrary.org/obo/LANG_1002565	Iko	
http://purl.obolibrary.org/obo/LANG_1002566	Ika	
http://purl.obolibrary.org/obo/LANG_1002567	Ikulu	
http://purl.obolibrary.org/obo/LANG_1002568	Olulumo-Ikom	
http://purl.obolibrary.org/obo/LANG_1002569	Ikpeshi	
http://purl.obolibrary.org/obo/LANG_1002570	Ikaranggal	
http://purl.obolibrary.org/obo/LANG_1002571	Inuit Sign Language	
http://purl.obolibrary.org/obo/LANG_1002572	Inuinnaqtun	
http://purl.obolibrary.org/obo/LANG_1002573	Inuktitut	Inuktitut
http://purl.obolibrary.org/obo/LANG_1002574	Iku-Gora-Ankwa	
http://purl.obolibrary.org/obo/LANG_1002575	Ikwere	
http://purl.obolibrary.org/obo/LANG_1002576	Ik	
http://purl.obolibrary.org/obo/LANG_1002577	Ikizu	
http://purl.obolibrary.org/obo/LANG_1002578	Ile Ape	
http://purl.obolibrary.org/obo/LANG_1002579	Ila	
http://purl.obolibrary.org/obo/LANG_1002580	Interlingue	Interlingue
http://purl.obolibrary.org/obo/LANG_1002581	Garig-Ilgar	
http://purl.obolibrary.org/obo/LANG_1002582	Ili Turki	
http://purl.obolibrary.org/obo/LANG_1002583	Ilongot	
http://purl.obolibrary.org/obo/LANG_1002584	Iranun (Malaysia)	
http://purl.obolibrary.org/obo/LANG_1002585	Iloko	Ilokano-Sprache
http://purl.obolibrary.org/obo/LANG_1002586	Iranun (Philippines)	
http://purl.obolibrary.org/obo/LANG_1002587	International Sign	
http://purl.obolibrary.org/obo/LANG_1002588	Ili'uun	
http://purl.obolibrary.org/obo/LANG_1002589	Ilue	
http://purl.obolibrary.org/obo/LANG_1002590	Mala Malasar	
http://purl.obolibrary.org/obo/LANG_1002591	Anamgura	
http://purl.obolibrary.org/obo/LANG_1002592	Miluk	
http://purl.obolibrary.org/obo/LANG_1002593	Imonda	
http://purl.obolibrary.org/obo/LANG_1002594	Imbongu	
http://purl.obolibrary.org/obo/LANG_1002595	Imroing	
http://purl.obolibrary.org/obo/LANG_1002596	Marsian	
http://purl.obolibrary.org/obo/LANG_1002597	Milyan	
http://purl.obolibrary.org/obo/LANG_1002598	Interlingua (International Auxiliary Language Association)	Interlingua
http://purl.obolibrary.org/obo/LANG_1002599	Inga	
http://purl.obolibrary.org/obo/LANG_1002600	Indonesian	Bahasa Indonesia
http://purl.obolibrary.org/obo/LANG_1002601	Degexit'an	
http://purl.obolibrary.org/obo/LANG_1002602	Ingush	Inguschisch
http://purl.obolibrary.org/obo/LANG_1002603	Jungle Inga	
http://purl.obolibrary.org/obo/LANG_1002604	Indonesian Sign Language	
http://purl.obolibrary.org/obo/LANG_1002605	Minaean	
http://purl.obolibrary.org/obo/LANG_1002606	Isinai	
http://purl.obolibrary.org/obo/LANG_1002607	Inoke-Yate	
http://purl.obolibrary.org/obo/LANG_1002608	Iñapari	
http://purl.obolibrary.org/obo/LANG_1002609	Indian Sign Language	
http://purl.obolibrary.org/obo/LANG_1002610	Intha	
http://purl.obolibrary.org/obo/LANG_1002611	Ineseño	
http://purl.obolibrary.org/obo/LANG_1002612	Inor	
http://purl.obolibrary.org/obo/LANG_1002613	Tuma-Irumu	
http://purl.obolibrary.org/obo/LANG_1002614	Iowa-Oto	
http://purl.obolibrary.org/obo/LANG_1002615	Ipili	
http://purl.obolibrary.org/obo/LANG_1002616	Inupiaq	Inupik
http://purl.obolibrary.org/obo/LANG_1002617	Ipiko	
http://purl.obolibrary.org/obo/LANG_1002618	Iquito	
http://purl.obolibrary.org/obo/LANG_1002619	Ikwo	
http://purl.obolibrary.org/obo/LANG_1002620	Iresim	
http://purl.obolibrary.org/obo/LANG_1002621	Irarutu	
http://purl.obolibrary.org/obo/LANG_1002622	Rigwe	
http://purl.obolibrary.org/obo/LANG_1002623	Iraqw	
http://purl.obolibrary.org/obo/LANG_1002624	Irántxe	
http://purl.obolibrary.org/obo/LANG_1002625	Ir	
http://purl.obolibrary.org/obo/LANG_1002626	Irula	
http://purl.obolibrary.org/obo/LANG_1002627	Kamberau	
http://purl.obolibrary.org/obo/LANG_1002628	Iraya	
http://purl.obolibrary.org/obo/LANG_1002629	Isabi	
http://purl.obolibrary.org/obo/LANG_1002630	Isconahua	
http://purl.obolibrary.org/obo/LANG_1002631	Isnag	
http://purl.obolibrary.org/obo/LANG_1002632	Italian Sign Language	
http://purl.obolibrary.org/obo/LANG_1002633	Irish Sign Language	
http://purl.obolibrary.org/obo/LANG_1002634	Esan	
http://purl.obolibrary.org/obo/LANG_1002635	Nkem-Nkum	
http://purl.obolibrary.org/obo/LANG_1002636	Ishkashimi	
http://purl.obolibrary.org/obo/LANG_1002637	Icelandic	Isländisch
http://purl.obolibrary.org/obo/LANG_1002638	Masimasi	
http://purl.obolibrary.org/obo/LANG_1002639	Isanzu	
http://purl.obolibrary.org/obo/LANG_1002640	Isoko	
http://purl.obolibrary.org/obo/LANG_1002641	Israeli Sign Language	
http://purl.obolibrary.org/obo/LANG_1002642	Istriot	
http://purl.obolibrary.org/obo/LANG_1002643	Isu (Menchum Division)	
http://purl.obolibrary.org/obo/LANG_1002644	Italian	Italienisch
http://purl.obolibrary.org/obo/LANG_1002645	Binongan Itneg	
http://purl.obolibrary.org/obo/LANG_1002646	Southern Tidung	
http://purl.obolibrary.org/obo/LANG_1002647	Itene	
http://purl.obolibrary.org/obo/LANG_1002648	Inlaod Itneg	
http://purl.obolibrary.org/obo/LANG_1002649	Judeo-Italian	
http://purl.obolibrary.org/obo/LANG_1002650	Itelmen	
http://purl.obolibrary.org/obo/LANG_1002651	Itu Mbon Uzo	
http://purl.obolibrary.org/obo/LANG_1002652	Itonama	
http://purl.obolibrary.org/obo/LANG_1002653	Iteri	
http://purl.obolibrary.org/obo/LANG_1002654	Isekiri	
http://purl.obolibrary.org/obo/LANG_1002655	Maeng Itneg	
http://purl.obolibrary.org/obo/LANG_1002656	Itawit	
http://purl.obolibrary.org/obo/LANG_1002657	Ito	
http://purl.obolibrary.org/obo/LANG_1002658	Itik	
http://purl.obolibrary.org/obo/LANG_1002659	Moyadan Itneg	
http://purl.obolibrary.org/obo/LANG_1002660	Itzá	
http://purl.obolibrary.org/obo/LANG_1002661	Iu Mien	
http://purl.obolibrary.org/obo/LANG_1002662	Ibatan	
http://purl.obolibrary.org/obo/LANG_1002663	Ivatan	
http://purl.obolibrary.org/obo/LANG_1002664	I-Wak	
http://purl.obolibrary.org/obo/LANG_1002665	Iwam	
http://purl.obolibrary.org/obo/LANG_1002666	Iwur	
http://purl.obolibrary.org/obo/LANG_1002667	Sepik Iwam	
http://purl.obolibrary.org/obo/LANG_1002668	Ixcatec	
http://purl.obolibrary.org/obo/LANG_1002669	Ixil	
http://purl.obolibrary.org/obo/LANG_1002670	Iyayu	
http://purl.obolibrary.org/obo/LANG_1002671	Mesaka	
http://purl.obolibrary.org/obo/LANG_1002672	Yaka (Congo)	
http://purl.obolibrary.org/obo/LANG_1002673	Ingrian	
http://purl.obolibrary.org/obo/LANG_1002674	Izere	
http://purl.obolibrary.org/obo/LANG_1002675	Izii	
http://purl.obolibrary.org/obo/LANG_1002676	Jamamadí	
http://purl.obolibrary.org/obo/LANG_1002677	Hyam	
http://purl.obolibrary.org/obo/LANG_1002678	Popti'	
http://purl.obolibrary.org/obo/LANG_1002679	Jahanka	
http://purl.obolibrary.org/obo/LANG_1002680	Yabem	
http://purl.obolibrary.org/obo/LANG_1002681	Jara	
http://purl.obolibrary.org/obo/LANG_1002682	Jah Hut	
http://purl.obolibrary.org/obo/LANG_1002683	Zazao	
http://purl.obolibrary.org/obo/LANG_1002684	Jakun	
http://purl.obolibrary.org/obo/LANG_1002685	Yalahatan	
http://purl.obolibrary.org/obo/LANG_1002686	Jamaican Creole English	
http://purl.obolibrary.org/obo/LANG_1002687	Jandai	
http://purl.obolibrary.org/obo/LANG_1002688	Yanyuwa	
http://purl.obolibrary.org/obo/LANG_1002689	Yaqay	
http://purl.obolibrary.org/obo/LANG_1002690	New Caledonian Javanese	
http://purl.obolibrary.org/obo/LANG_1002691	Jakati	
http://purl.obolibrary.org/obo/LANG_1002692	Yaur	
http://purl.obolibrary.org/obo/LANG_1002693	Javanese	Javanisch
http://purl.obolibrary.org/obo/LANG_1002694	Jambi Malay	
http://purl.obolibrary.org/obo/LANG_1002695	Yan-nhangu	
http://purl.obolibrary.org/obo/LANG_1002696	Jawe	
http://purl.obolibrary.org/obo/LANG_1002697	Judeo-Berber	
http://purl.obolibrary.org/obo/LANG_1002698	Badjiri	
http://purl.obolibrary.org/obo/LANG_1002699	Arandai	
http://purl.obolibrary.org/obo/LANG_1002700	Barikewa	
http://purl.obolibrary.org/obo/LANG_1002701	Nafusi	
http://purl.obolibrary.org/obo/LANG_1002702	Lojban	Lojban
http://purl.obolibrary.org/obo/LANG_1002703	Jofotek-Bromnya	
http://purl.obolibrary.org/obo/LANG_1002704	Jabutí	
http://purl.obolibrary.org/obo/LANG_1002705	Jukun Takum	
http://purl.obolibrary.org/obo/LANG_1002706	Yawijibaya	
http://purl.obolibrary.org/obo/LANG_1002707	Jamaican Country Sign Language	
http://purl.obolibrary.org/obo/LANG_1002708	Krymchak	
http://purl.obolibrary.org/obo/LANG_1002709	Jad	
http://purl.obolibrary.org/obo/LANG_1002710	Jadgali	
http://purl.obolibrary.org/obo/LANG_1002711	Judeo-Tat	
http://purl.obolibrary.org/obo/LANG_1002712	Jebero	
http://purl.obolibrary.org/obo/LANG_1002713	Jerung	
http://purl.obolibrary.org/obo/LANG_1002714	Jeh	
http://purl.obolibrary.org/obo/LANG_1002715	Yei	
http://purl.obolibrary.org/obo/LANG_1002716	Jeri Kuo	
http://purl.obolibrary.org/obo/LANG_1002717	Yelmek	
http://purl.obolibrary.org/obo/LANG_1002718	Dza	
http://purl.obolibrary.org/obo/LANG_1002719	Jere	
